what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308162425135
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308162427612
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308162428403
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308162510218
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308162515331
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163522563
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308163534096
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1308163541057
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1308163542597
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1308163543977
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308163544640
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163544645
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163548571
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163553521
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163562805
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163565290
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163784905
opened,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308163787678
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308163787710
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308163788916
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163792935
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163958051
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308163959368
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1308163963777
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163964551
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163967025
executed,command,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.command.openTask",1308163967034
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308163968018
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308163969485
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164143157
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164155789
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164166930
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308164167014
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308164167512
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308164199541
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1308164210040
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1308164211031
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1308164212185
started,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1308164212693
started,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1308164215489
started,bundle,org.eclipse.emf.common,2.5.0.v200906151043,"org.eclipse.emf.common",1308164215666
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308164216099
started,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1308164216534
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1308164216891
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308164217044
started,bundle,org.eclipse.emf.ecore,2.5.0.v200906151043,"org.eclipse.emf.ecore",1308164218314
started,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1308164218332
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1308164218359
started,bundle,org.eclipse.wst.xsd.core,1.1.401.v200903020335,"org.eclipse.wst.xsd.core",1308164218504
started,bundle,org.eclipse.wst.dtd.core,1.1.300.v200904181727,"org.eclipse.wst.dtd.core",1308164218586
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1308164218922
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v200906151043,"org.eclipse.emf.ecore.xmi",1308164219357
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.301.v200908101600,"org.eclipse.wst.common.emfworkbench.integration",1308164219431
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v201001252130,"org.eclipse.wst.common.modulecore",1308164220572
started,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,"org.eclipse.wst.internet.cache",1308164221071
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164255104
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164256644
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308164256650
started,bundle,org.eclipse.draw2d,3.5.2.v20091126-1908,"org.eclipse.draw2d",1308164280596
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308164298662
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308164300187
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308164303345
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308164311998
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308164313951
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308164314438
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308164316259
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308164318106
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308164318896
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308164319621
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308164351097
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308164352546
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164354154
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164361510
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164365060
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164386160
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.views.showView",1308164386176
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.views.showView",1308164386176
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164387032
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164396628
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164408718
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164409079
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164409272
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164409467
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164409646
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164409834
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164410038
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164410294
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164410627
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164410816
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164411308
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1308164413909
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308164417101
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164418895
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164419319
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308164419834
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308164421635
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308164422287
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308164423051
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164426055
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164457055
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308164458272
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308164459959
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308164463404
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164464307
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164492919
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308164492942
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164508913
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164514229
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164521274
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164522659
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164526135
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164583693
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308164585467
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164586749
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164590193
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308164598684
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308164601428
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308164611707
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308164612149
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308164612951
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308164616726
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308164619499
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308164621913
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164630899
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164665750
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308164683556
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308164685774
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164698320
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164701657
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308164701796
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164708397
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164718469
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308164718495
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308164726945
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308164748050
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308164750584
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308164751931
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164751956
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164753568
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164765460
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164767904
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1308164771462
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1308164771533
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164775724
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164775955
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164793013
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164843545
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308164844044
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164855788
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164916659
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164937473
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164952233
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164972500
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164972622
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308164975723
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308164977051
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164984821
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308164994082
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165033167
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165033311
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165035050
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165035738
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308165052373
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308165054759
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165056753
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165059460
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165060705
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165086318
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308165091818
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308165093431
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165102274
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165301856
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308165304713
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308165309688
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308165313405
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165341708
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165347878
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165351608
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165356764
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308165360252
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165376413
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165376538
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308165383774
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308165385794
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308165386385
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165392246
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165392386
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165397911
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165398029
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308165402669
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308165405004
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165411023
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165411156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165420233
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165420348
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308165430261
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308165434580
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308165436694
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165437896
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165441966
executed,command,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.command.openTask",1308165441975
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308165443163
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165445346
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165448997
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165450561
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165468605
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308165468688
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165469893
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165472918
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308165485962
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308165487935
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308165489513
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308165503618
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308165503951
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308165504559
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165587097
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165689820
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308165706100
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308165707835
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308165746151
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308165746964
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165752310
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165762250
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308165762373
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165766151
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308165776914
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308165776937
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308165792055
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308165793718
