what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166372355
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308166383500
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308166385074
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166386914
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166397053
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308166397156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166398298
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166548624
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308166548657
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166551344
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166660490
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308166839748
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1308166843952
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1308166849475
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1308166849677
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308166870642
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166873214
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166877285
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166880865
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166882444
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166885135
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166886979
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166887502
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166888603
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166889224
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166890739
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166894367
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308166966114
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1308166982967
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308166984896
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167010012
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167173059
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308167173070
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167178673
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308167358180
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167358193
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308167358200
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308167358280
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167417573
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167427853
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167470751
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167471465
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308167471893
no handler,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308167473356
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167480654
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167487576
no handler,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308167488897
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167495329
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167497711
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308167498026
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308167499935
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167502537
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167547367
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308167547472
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167548846
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167593131
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308167593158
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308167594340
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308167618473
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167621977
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167652089
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308167680371
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167692660
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308167696185
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167697139
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1308167697151
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167698033
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167741675
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308167743639
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308167743985
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308167746080
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308167747873
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308167749064
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308167749081
